"","time","posX","posY","orientation","X00.14.bf.b1.97.8a","X00.0f.a3.39.e1.c0","X00.14.bf.3b.c7.c6","X00.14.bf.b1.97.81","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.90","X00.0f.a3.39.dd.cd","nas","posXY","angle","predx","predy"
"105","1139693281381",0.47,8.2,5.8,-43,-49,-61,-72,-54.8630723149337,-52,-77,1,"0.47-8.2",0,0.961173956706545,6.81137722771178
"106","1139693281633",0.47,8.2,5.8,-44.5,-48,-63,-74,-54.8630723149337,-47,-74,1,"0.47-8.2",0,1.1265704366415,8.87429847110599
"107","1139693281885",0.47,8.2,5.8,-46,-52,-63,-73,-56,-44,-72,0,"0.47-8.2",0,1.15606884411184,9.07880998054075
"108","1139693282137",0.47,8.2,5.8,-44,-51,-60.0102496192809,-73,-54.8630723149337,-44,-71,2,"0.47-8.2",0,1.78256288810583,8.44158428146731
"109","1139693282389",0.47,8.2,5.8,-45,-49,-72,-56.6546902475314,-54.8630723149337,-50,-76,2,"0.47-8.2",0,1.28449051578662,4.61749436857107
"110","1139693282641",0.47,8.2,5.8,-45,-49,-62,-72,-58,-46,-74,0,"0.47-8.2",0,1.13036545160971,8.76534877073997
"111","1139693665709",0.78,10.94,348.3,-51,-54,-69,-65,-63,-55,-70,0,"0.78-10.94",0,0.788987252299045,7.86893236644064
"112","1139693665961",0.78,10.94,348.3,-46,-52,-68,-63,-63,-51,-73,0,"0.78-10.94",0,0.719052882875131,5.94851763711948
"113","1139693666213",0.78,10.94,348.3,-56.4354204773103,-56,-68.5,-56.6546902475314,-64,-55,-72,2,"0.78-10.94",0,0.7189309311378,5.72817621398249
"114","1139693666465",0.78,10.94,348.3,-49,-52,-67,-68,-54.8630723149337,-57,-71,1,"0.78-10.94",0,0.71802987561989,5.60940921067542
"115","1139693666718",0.78,10.94,348.3,-45,-52,-66,-67,-64,-66.2612341491531,-73,1,"0.78-10.94",0,0.462751163251412,3.92080815127661
"116","1139693666969",0.78,10.94,348.3,-46,-55,-66,-66,-54.8630723149337,-66.2612341491531,-71,2,"0.78-10.94",0,0.829061131932261,4.90811374556261
"117","1139693667221",0.78,10.94,348.3,-51,-54,-60.0102496192809,-66,-64,-58,-68,1,"0.78-10.94",0,1.1395281248332,5.08705736938016
"118","1139693667474",0.78,10.94,348.3,-51,-54,-60.0102496192809,-62,-64,-57,-72,1,"0.78-10.94",0,1.39669165369238,3.46993547885027
"119","1139693667726",0.78,10.94,348.3,-46,-51,-68,-56.6546902475314,-71,-57,-70,1,"0.78-10.94",0,0.916951326173301,3.84371078908896
"120","1139693667978",0.78,10.94,348.3,-56.4354204773103,-55,-60.0102496192809,-56.6546902475314,-54.8630723149337,-52,-68,4,"0.78-10.94",0,1.68399161883424,6.22402951099104
"121","1139693668229",0.78,10.94,348.3,-46,-54,-60.0102496192809,-56.6546902475314,-63,-57,-70,2,"0.78-10.94",0,1.03707040739868,2.58033892027856
"122","1139693668482",0.78,10.94,348.3,-47,-55,-68,-64,-71,-59,-70,0,"0.78-10.94",0,0,9.16365346284181
"123","1139693668734",0.78,10.94,348.3,-50,-52,-64,-68,-54.8630723149337,-55,-68,1,"0.78-10.94",0,1.57634282507714,6.27449276638106
"124","1139693668986",0.78,10.94,348.3,-49,-52,-66,-74,-64,-59,-69,0,"0.78-10.94",0,0.531236571687256,6.52524019439996
"125","1139693669238",0.78,10.94,348.3,-47,-55,-67,-56.6546902475314,-64,-57,-69,1,"0.78-10.94",0,1.14204248705328,3.21956853586384
"126","1139693669490",0.78,10.94,348.3,-50,-54,-60.0102496192809,-68,-62,-66.2612341491531,-69,2,"0.78-10.94",0,2.07698581336025,4.83024155535836
"127","1139693669742",0.78,10.94,348.3,-51.5,-52,-66,-77,-63,-56,-74,0,"0.78-10.94",0,0.549982171123613,6.90430155774319
"128","1139693669994",0.78,10.94,348.3,-46,-52,-68,-56.6546902475314,-64,-66.2612341491531,-73,2,"0.78-10.94",0,1.01200759648873,3.23004084607342
"129","1139693670246",0.78,10.94,348.3,-56.4354204773103,-52,-66,-64,-63,-56,-69,1,"0.78-10.94",0,1.16112778717018,6.95012121311119
"130","1139693670498",0.78,10.94,348.3,-46,-56,-67,-65,-72,-52,-69,0,"0.78-10.94",0,0.245459481180125,9.42011889072739
"131","1139693670750",0.78,10.94,348.3,-51,-51,-65,-64,-63,-56,-75,0,"0.78-10.94",0,0.434991750805911,5.38326642173591
"132","1139693671002",0.78,10.94,348.3,-52,-52,-66,-64,-63,-51,-71,0,"0.78-10.94",0,0.868010849821419,7.77613130998166
"133","1139693671254",0.78,10.94,348.3,-45,-54,-65,-64,-54.8630723149337,-66.2612341491531,-75,2,"0.78-10.94",0,0.897173197651704,3.33603222405432
"134","1139693671506",0.78,10.94,348.3,-48,-53,-65.5,-77,-64,-53,-70,0,"0.78-10.94",0,0.553227952895845,9.51347061406469
"135","1139693671758",0.78,10.94,348.3,-46,-53,-65,-74,-69,-50,-72,0,"0.78-10.94",0,0.802181938741,9.80635903356767
"136","1139693672010",0.78,10.94,348.3,-56.4354204773103,-53,-64,-67,-66,-52,-71,1,"0.78-10.94",0,0.968295841505781,8.58478369002385
"137","1139693672262",0.78,10.94,348.3,-51,-54,-60.0102496192809,-56.6546902475314,-54.8630723149337,-57,-72,3,"0.78-10.94",0,1.56645927850226,4.58172351780762
"138","1139693672514",0.78,10.94,348.3,-50.5,-54,-68,-67,-69,-51,-69,0,"0.78-10.94",0,0.663118264451011,10.021379295933
"139","1139693672766",0.78,10.94,348.3,-51.5,-53,-69,-64,-64,-51,-69,0,"0.78-10.94",0,0.966273760143234,9.57206092000422
"140","1139693673018",0.78,10.94,348.3,-56.4354204773103,-53,-67.6666666666667,-64,-64,-51,-71,1,"0.78-10.94",0,0.987499326401076,7.94235940343509
"141","1139693673270",0.78,10.94,348.3,-47,-53,-68,-56.6546902475314,-54.8630723149337,-49,-69,2,"0.78-10.94",0,1.45555790606451,4.67674968779002
"142","1139693673522",0.78,10.94,348.3,-51,-54,-69,-56.6546902475314,-64,-53,-69,1,"0.78-10.94",0,0.56890236998884,4.18300224179246
"143","1139693673774",0.78,10.94,348.3,-50,-54,-66,-65,-54.8630723149337,-55,-70,1,"0.78-10.94",0,1.46127329588299,7.11152429233873
"144","1139693674026",0.78,10.94,348.3,-47,-54,-69,-56.6546902475314,-73,-56,-73,1,"0.78-10.94",0,0.401555542102816,5.65388965680569
"145","1139693674278",0.78,10.94,348.3,-50,-53,-60.0102496192809,-56.6546902475314,-64,-52,-70,2,"0.78-10.94",0,1.17270629333526,3.38540247979186
"146","1139693674530",0.78,10.94,348.3,-47,-54,-66,-67,-63,-52,-71,0,"0.78-10.94",0,0.575753215419855,10.7232995111477
"147","1139693674782",0.78,10.94,348.3,-52,-54,-67,-68,-54.8630723149337,-66.2612341491531,-69,2,"0.78-10.94",0,2.31115644771064,6.6146189448854
"148","1139693675034",0.78,10.94,348.3,-51,-53,-68,-65,-71,-50,-69,0,"0.78-10.94",0,0.81698927200547,10.5676115590564
"149","1139693675286",0.78,10.94,348.3,-47,-52,-60.0102496192809,-65,-62,-57,-69,1,"0.78-10.94",0,1.17599733834209,3.99735807552562
"150","1139693675538",0.78,10.94,348.3,-51,-52,-67,-56.6546902475314,-63,-53,-70,1,"0.78-10.94",0,1.27278997530448,4.14864764478925
"151","1139693675790",0.78,10.94,348.3,-46,-54,-68,-56.6546902475314,-63,-66.2612341491531,-68,2,"0.78-10.94",0,0.753148541770275,3.29051748891196
"152","1139693676042",0.78,10.94,348.3,-48,-54,-60.0102496192809,-67,-54.8630723149337,-52,-73,2,"0.78-10.94",0,1.59954723668827,6.73921328384961
"153","1139693676294",0.78,10.94,348.3,-46,-52,-66,-66,-64,-56,-76,0,"0.78-10.94",0,0.524652169835659,5.56153665604138
"154","1139693676546",0.78,10.94,348.3,-52,-54,-60.0102496192809,-65,-54.8630723149337,-54,-69,2,"0.78-10.94",0,1.86853689262364,6.62572490092152
"155","1139693676798",0.78,10.94,348.3,-51,-55,-67,-67,-64,-56,-68,0,"0.78-10.94",0,0.802726705706979,6.80530383544032
"156","1139693677050",0.78,10.94,348.3,-47,-54,-66,-65,-54.8630723149337,-50,-75,1,"0.78-10.94",0,1.00279128299153,7.86886793374262
"157","1139693677302",0.78,10.94,348.3,-50,-54,-66,-68,-54.8630723149337,-52,-74,1,"0.78-10.94",0,0.87735925400976,9.52524202801412
"158","1139693677554",0.78,10.94,348.3,-56.4354204773103,-54,-68,-66,-63,-50,-72,1,"0.78-10.94",0,1.02802250379199,8.78011042663153
"159","1139693677806",0.78,10.94,348.3,-46,-54,-67,-65,-54.8630723149337,-57,-68,1,"0.78-10.94",0,1.00718513921813,6.56692732956809
"160","1139693678058",0.78,10.94,348.3,-48.5,-52,-65,-64,-64,-52,-74,0,"0.78-10.94",0,0.735342902815269,6.18151219447905
"161","1139693678310",0.78,10.94,348.3,-49,-55,-67,-63,-54.8630723149337,-57,-69,1,"0.78-10.94",0,1.02897734402782,6.60279566185354
"162","1139693678562",0.78,10.94,348.3,-51,-53,-68,-67,-54.8630723149337,-53,-70,1,"0.78-10.94",0,1.22724947378761,8.04034122805932
"163","1139693678814",0.78,10.94,348.3,-51,-52,-66,-68,-63.5,-53,-73,0,"0.78-10.94",0,0.57370268187859,8.32006211899067
"164","1139693679066",0.78,10.94,348.3,-46,-53,-66,-56.6546902475314,-67,-57,-73,1,"0.78-10.94",0,0.828297331799004,3.27227990096731
"165","1139693679318",0.78,10.94,348.3,-56.4354204773103,-53,-60.0102496192809,-56.6546902475314,-64,-49,-70,3,"0.78-10.94",0,1.28796099891654,5.02612588572364
"166","1139693679574",0.78,10.94,348.3,-47,-55,-67,-68,-54.8630723149337,-53,-69,1,"0.78-10.94",0,1.3998394864026,9.30575665966056
"167","1139693679826",0.78,10.94,348.3,-46.5,-53,-60.0102496192809,-64,-64,-57,-68,1,"0.78-10.94",0,1.36944437707002,2.79571480867599
"168","1139693680078",0.78,10.94,348.3,-56.4354204773103,-55,-67,-56.6546902475314,-63,-56,-75,2,"0.78-10.94",0,0.854361740503352,5.66128661384885
"169","1139693680330",0.78,10.94,348.3,-51,-54,-60.0102496192809,-62,-64,-54,-74,1,"0.78-10.94",0,1.41292498578024,4.60640131412129
"170","1139693680582",0.78,10.94,348.3,-45,-53,-68,-66,-63,-52,-71,0,"0.78-10.94",0,0.452043465500791,10.6258116333018
"171","1139693680834",0.78,10.94,348.3,-50.5,-53,-67,-56.6546902475314,-64,-49,-75,1,"0.78-10.94",0,0.87667076692391,6.28216681675557
"172","1139693681086",0.78,10.94,348.3,-51,-52,-60.0102496192809,-66,-71,-52,-74,1,"0.78-10.94",0,0.830047726990659,8.59647452766264
"173","1139693681338",0.78,10.94,348.3,-50,-53,-65,-65,-70,-54,-72,0,"0.78-10.94",0,0.274099395594596,8.28346724644445
"174","1139693681590",0.78,10.94,348.3,-46,-52,-67,-68,-54.8630723149337,-56,-74,1,"0.78-10.94",0,0.546915372782448,5.9304059585787
"175","1139693681842",0.78,10.94,348.3,-56.4354204773103,-52,-66,-56.6546902475314,-64,-58,-72,2,"0.78-10.94",0,0.945146896112071,5.6861361661503
"176","1139693682094",0.78,10.94,348.3,-56.4354204773103,-54,-60.0102496192809,-63,-63,-49,-73,2,"0.78-10.94",0,1.68445534619182,6.12070072209564
"177","1139693682346",0.78,10.94,348.3,-50,-56,-67.5,-63,-54.8630723149337,-53,-75,1,"0.78-10.94",0,0.88380589734146,8.18623186728481
