,ActualX,ActualY,predx,predy
164,0.78,10.94,0.828297331799004,3.27227990096731
165,0.78,10.94,1.28796099891654,5.02612588572364
166,0.78,10.94,1.3998394864026,9.30575665966056
167,0.78,10.94,1.36944437707002,2.79571480867599
168,0.78,10.94,0.854361740503352,5.66128661384885
169,0.78,10.94,1.41292498578024,4.60640131412129
170,0.78,10.94,0.452043465500791,10.6258116333018
171,0.78,10.94,0.87667076692391,6.28216681675557
172,0.78,10.94,0.830047726990659,8.59647452766264
173,0.78,10.94,0.274099395594596,8.28346724644445
174,0.78,10.94,0.546915372782448,5.9304059585787
175,0.78,10.94,0.945146896112071,5.6861361661503
176,0.78,10.94,1.68445534619182,6.12070072209564
177,0.78,10.94,0.88380589734146,8.18623186728481
178,0.78,10.94,0.981909943854658,2.80655542591729
179,0.78,10.94,2.23636904358603,5.43312545364874
180,0.78,10.94,1.49578825352502,7.85435732357863
181,0.78,10.94,0.320050956054133,10.1722438040425
182,0.78,10.94,0.551696314709277,5.87873086460508
183,0.78,10.94,0.111946036750885,7.96715883522798
184,0.78,10.94,0.364405675767173,7.6787130689337
185,0.78,10.94,0.99130460064963,1.99472481944228
186,0.78,10.94,0.701388798343016,7.19471799734906
187,0.78,10.94,1.00150406902067,8.71640277166394
188,0.78,10.94,0.522045456132971,7.34769070881929
189,0.78,10.94,1.2338078447733,3.0929970932401
190,0.78,10.94,0.867435173031378,4.944315362536
191,0.78,10.94,1.28942616095094,4.16173054868538
192,0.78,10.94,1.65986104742392,5.16193189913929
193,0.78,10.94,0.26632199615134,8.93549814207603
194,0.78,10.94,1.19368888532391,4.55104933724803
195,0.78,10.94,0.605919007666239,5.70447286397149
196,0.78,10.94,0.558430828826017,0.804584277531933
197,0.78,10.94,0.574450454989074,2.53899103488109
198,0.78,10.94,0.531889270638261,7.02649205389688
199,0.78,10.94,0.967328521183013,5.01657828018984
200,0.78,10.94,1.0625851910368,6.47141575532156
201,0.78,10.94,0.117800886520659,8.08343746591619
202,0.78,10.94,0.355859571839575,8.16011814762039
203,0.78,10.94,0.732384651348603,9.34392800606614
204,0.78,10.94,0.553190681880608,8.07694109160655
205,0.78,10.94,0.684831894437433,6.21005682235906
206,0.78,10.94,1.15533296939636,4.22093665464135
207,0.78,10.94,1.71425675248333,3.06397824781815
208,0.78,10.94,0.82852337050347,6.59759003428584
209,0.78,10.94,0.717441865386944,8.90502681871649
210,0.78,10.94,1.47543175006564,4.68414501804427
211,0.78,10.94,9.71877416130858,6.04666675554311
212,0.78,10.94,0.621448767089057,5.42627111843999
213,0.78,10.94,0.134761842489821,5.45388392692247
214,0.78,10.94,0.133144652481969,6.08354701003607
215,0.78,10.94,0.825092048974567,2.96679838982117
216,0.78,10.94,0.968173349707271,2.41974686804699
217,0.78,10.94,1.44428039653562,4.71488952149608
218,0.78,10.94,0.252869415701319,7.21406701131018
219,0.78,10.94,0.699281616350885,6.53436361962276
220,0.78,10.94,1.16783373076766,6.44509936633042
221,7.48,7.36,6.39424869350852,7.64581658473402
222,7.48,7.36,7.60979139210657,4.61526850355619
223,7.48,7.36,8.11355646104532,5.63107744373303
224,7.48,7.36,7.18833768257584,7.36434458246434
225,7.48,7.36,5.85177729806134,5.74814336896166
226,7.48,7.36,6.2330416620961,6.82326837179018
227,7.48,7.36,6.86835582255413,7.22907407959145
228,7.48,7.36,7.74708772956391,7.03334531788965
229,7.48,7.36,7.1134254517753,6.56917033013401
230,7.48,7.36,6.83355527627376,6.56269698386884
231,7.48,7.36,7.1175012186339,7.23523865154382
232,7.48,7.36,6.68034100710358,7.39146726023767
233,7.48,7.36,4.32961759233588,5.87156319241338
234,7.48,7.36,6.68507118206368,6.49121141795113
235,7.48,7.36,8.9074062616934,6.54308587263195
236,7.48,7.36,7.02541472050926,7.56272178510975
237,7.48,7.36,7.17247092466127,6.80118038370983
238,7.48,7.36,6.63474256571479,6.33526230045502
239,7.48,7.36,6.60266023187675,5.64967056564641
240,7.48,7.36,8.97178530873116,7.39853900678619
241,7.48,7.36,8.99196410756792,6.23181558116441
242,7.48,7.36,5.55321745711338,5.62261495000818
243,7.48,7.36,10.1505264653827,6.55105889940848
244,7.48,7.36,7.07265301026441,7.25186920081349
245,7.48,7.36,6.56915854017324,7.2729697069719
246,7.48,7.36,6.7380383691329,7.60409906164019
247,7.48,7.36,7.83806263639644,6.55930209037862
248,7.48,7.36,7.89677441620582,7.02754323903134
249,7.48,7.36,7.07101851372244,6.02963508141804
250,7.48,7.36,5.98561856067315,6.69648514895655
251,7.48,7.36,8.98631375249213,7.0076150980211
252,7.48,7.36,8.25767353693097,7.61282326253928
253,7.48,7.36,8.64810497471466,5.29506979010067
254,7.48,7.36,6.53476799072995,4.70484512625634
255,7.48,7.36,5.84736166090587,7.41857444135281
256,7.48,7.36,7.75712995843987,7.51987962558325
257,7.48,7.36,9.56323098523682,7.43986174722963
258,7.48,7.36,5.59364410248619,7.59152932202461
259,7.48,7.36,6.58806629792441,7.22784284193973
260,7.48,7.36,5.87219017940753,6.86327942705246
261,7.48,7.36,5.65148716953234,5.53340226007222
262,7.48,7.36,6.5560693345826,7.25798096727187
263,7.48,7.36,6.70428684256936,7.61458379126063
264,7.48,7.36,8.42776617509473,6.51794823127982
265,7.48,7.36,5.44238720501092,6.89902953664667
266,7.48,7.36,7.96498253645755,6.43439268496955
267,7.48,7.36,10.5903547612374,6.59172095857191
268,7.48,7.36,6.82351716757403,7.22796197131393
269,7.48,7.36,5.8908055906982,8.00269116015415
270,7.48,7.36,5.26991034936779,6.91356849833479
271,7.48,7.36,7.1121969958391,7.36100929974094
272,7.48,7.36,9.07900630899392,6.38231322058856
273,7.48,7.36,9.31810900624656,6.5685825132398
274,7.48,7.36,5.5924670021572,6.71359702640952
275,7.48,7.36,8.58418521168025,5.80321245412975
276,7.48,7.36,10.0107616969021,4.99685679391523
277,7.48,7.36,6.57081331241638,7.53227332780282
278,7.48,7.36,10.6676731322671,7.36115211258505
279,7.48,7.36,7.87316100250212,6.48417771518933
280,7.48,7.36,8.28524722819443,5.67482072209242
281,7.48,7.36,5.43991444791272,6.68682475584588
282,7.48,7.36,7.43078779241701,6.84545085905748
283,7.48,7.36,4.96129029122607,6.34695993118652
284,7.48,7.36,4.79107562117087,6.86974980155029
285,7.48,7.36,8.10780438254122,7.01117253832008
286,7.48,7.36,6.3929333839588,4.6827077914154
287,7.48,7.36,8.84056418132029,6.40500425775246
288,7.48,7.36,8.71993322856388,5.01039240074642
289,7.48,7.36,8.57897828749097,5.82463757903239
290,7.48,7.36,6.62697327627655,6.34209643750283
291,7.48,7.36,6.42851819971177,6.33035613574045
292,7.48,7.36,5.5129017820698,7.79135903799943
293,7.48,7.36,7.97633899313956,6.43068575383547
294,7.48,7.36,6.69891116869686,7.36761242756497
295,7.48,7.36,12.534351808731,7.39090121825086
296,7.48,7.36,7.35200967067935,5.85942138104688
297,7.48,7.36,12.6415608228851,5.71418014303718
298,7.48,7.36,7.97249735284012,6.48786682096463
299,7.48,7.36,9.64605862768109,7.28815774018651
300,7.48,7.36,7.58218210722147,6.36625486053344
301,7.48,7.36,5.08393703641286,7.4401242568744
302,7.48,7.36,8.15350013792325,7.00041913093946
303,7.48,7.36,7.64170596728132,6.72500561330582
304,7.48,7.36,10.1737684544895,5.87101325761024
305,7.48,7.36,9.558201895053,5.81310120067515
306,7.48,7.36,8.51135759402188,7.26634217616752
307,7.48,7.36,6.64949364850586,7.19591041757648
308,7.48,7.36,7.51481973935985,5.39337377677811
309,7.48,7.36,5.63571647683814,6.00618965396608
310,7.48,7.36,7.48483803110323,5.52829345463882
311,7.48,7.36,4.79941429504993,6.86098716389218
312,7.48,7.36,9.70857492893696,5.01408306927821
313,7.48,7.36,6.62232261238209,6.27429471177857
314,7.48,7.36,6.96421741599841,6.6280258131143
315,7.48,7.36,8.4521133235426,6.93292167531295
316,7.48,7.36,7.19578962545817,7.79878384447971
317,7.48,7.36,6.43488507719433,5.51469710760518
318,7.48,7.36,8.78688977694491,5.03937691479682
319,7.48,7.36,6.9798466730733,6.66195303243215
320,7.48,7.36,7.80046690446593,4.56646335002239
321,7.48,7.36,7.50177963444583,7.16692454320458
322,7.48,7.36,6.43365481530195,7.39002661518546
323,7.48,7.36,6.6489539708775,7.3422689346567
324,7.48,7.36,8.11477182482048,7.36588533564758
325,7.48,7.36,3.99978747451487,6.43211122477585
326,7.48,7.36,7.14299879268373,5.90273190226963
327,7.48,7.36,8.71253263174133,6.21306235697164
328,7.48,7.36,9.91578687814335,7.36484101812415
329,7.48,7.36,8.20783005055097,6.59353882468395
330,7.48,7.36,7.10617650579322,7.21265359658647
331,12.55,7.38,13.5471632061683,6.83895079997544
332,12.55,7.38,13.1143897702039,6.12319823916035
333,12.55,7.38,11.2623508500077,6.90942102342415
334,12.55,7.38,13.0734296278442,6.89827624501673
335,12.55,7.38,13.9502325638535,6.92624019548894
336,12.55,7.38,14.8272222412615,6.17701593402442
337,12.55,7.38,16.331730789948,7.063715888961
338,12.55,7.38,10.9023552957857,7.42856138290122
339,12.55,7.38,9.59775852593237,7.35503004114332
340,12.55,7.38,11.0458761183613,7.46401864330009
341,12.55,7.38,11.3603281817981,5.86129387777234
342,12.55,7.38,10.2770917865199,7.64223764555464
343,12.55,7.38,10.8667214243047,7.46638677205815
344,12.55,7.38,9.78898322507755,7.27788488375318
345,12.55,7.38,13.8843528133085,6.80146458681313
346,12.55,7.38,15.2346670640471,7.0291361402087
347,12.55,7.38,14.6845975153751,5.83224835144897
348,12.55,7.38,9.18240880520043,6.4848343491814
349,12.55,7.38,11.5973588287603,6.35719494121216
350,12.55,7.38,11.9305046174218,7.29695596500542
351,12.55,7.38,10.8850132826933,7.81673875255783
352,12.55,7.38,10.5847034883848,7.42669209103859
353,12.55,7.38,16.2751646344048,7.42211320719499
354,12.55,7.38,10.9353157911645,7.40626838521194
355,12.55,7.38,11.1567526364294,7.35229191022687
356,12.55,7.38,11.0955299363933,7.63958224015859
357,12.55,7.38,10.9226511455301,7.80964006781868
358,12.55,7.38,10.3903634696962,7.64040097215889
359,12.55,7.38,10.479603007627,7.81815661796794
360,12.55,7.38,9.57312044261993,7.29247545411119
361,12.55,7.38,10.1989876698199,7.48852753108817
362,12.55,7.38,16.0714101038323,7.01605714975822
363,12.55,7.38,13.1148778162583,5.38560760541307
364,12.55,7.38,10.3985350056247,7.47022389825195
365,12.55,7.38,10.5898170924338,7.31018566730823
366,12.55,7.38,10.2738087448829,7.31406097504684
367,12.55,7.38,10.4701265280645,7.22549529940406
368,12.55,7.38,11.0946449594178,7.44320394419996
369,12.55,7.38,10.7802777881881,7.44382234173461
370,12.55,7.38,8.94858487624549,7.07300095022619
371,12.55,7.38,9.83711619160286,7.42902998605488
372,12.55,7.38,11.4005427652247,6.13876850062848
373,12.55,7.38,9.06260131517575,7.17711385810037
374,12.55,7.38,8.90839226212972,6.4929734302679
375,12.55,7.38,10.4863551293329,7.26625421700167
376,12.55,7.38,11.3151017640573,5.84824403742831
377,12.55,7.38,15.4153178120931,7.03420068585143
378,12.55,7.38,11.0352190412069,7.10913279174461
379,12.55,7.38,11.1461215140392,7.12765827351174
380,12.55,7.38,11.0279408922382,7.64339009760497
381,12.55,7.38,9.69064446288534,6.38703443134777
382,12.55,7.38,10.7839142727325,7.63997413819358
383,12.55,7.38,9.88407216059187,7.05970022889385
384,12.55,7.38,10.1859802309372,7.36402990828693
385,12.55,7.38,10.0791206024755,6.77738637920103
386,12.55,7.38,10.553021623706,7.67715961613397
387,12.55,7.38,12.7198880199237,7.01873981461329
388,12.55,7.38,10.8703842385576,7.43702707449168
389,12.55,7.38,10.6886018696254,7.4704230961262
390,12.55,7.38,11.8195549311199,6.42906583164465
391,12.55,7.38,13.3554650118981,7.15444826865803
392,12.55,7.38,10.9288030460246,7.46572845192827
393,12.55,7.38,10.4889406873745,7.34847904754126
394,12.55,7.38,10.6058042620829,7.25597958745543
395,12.55,7.38,11.4804092555121,4.9883024473175
396,12.55,7.38,11.0421104312671,7.46171778592699
397,12.55,7.38,8.65477530053418,6.19458799696033
398,12.55,7.38,11.5144342251942,5.08205265721733
399,12.55,7.38,11.2047657883554,6.50963532399769
400,12.55,7.38,14.6438104260946,7.00825190831916
401,12.55,7.38,11.5185125250475,6.44185609726536
402,12.55,7.38,9.80091789727703,6.81561593545
403,12.55,7.38,12.4917863365134,7.25801425892428
404,12.55,7.38,13.8662304783858,5.62731131150638
405,12.55,7.38,10.0795894313143,7.08219238349746
406,12.55,7.38,10.1682754361157,7.33599038504839
407,12.55,7.38,9.90904066766968,7.35618615807405
408,12.55,7.38,11.0532372352291,7.64501807623979
409,12.55,7.38,10.7416957856241,7.27668958004603
410,12.55,7.38,10.230591014679,7.29004605099605
411,12.55,7.38,10.2267277167417,6.48186265188625
412,12.55,7.38,12.3862136779412,7.65267248089698
413,12.55,7.38,9.71224558247925,4.58302985705997
414,12.55,7.38,10.2693021559037,7.65693288531525
415,12.55,7.38,10.2809567522611,7.4385199022882
416,12.55,7.38,11.0682985094283,7.42649254766762
417,12.55,7.38,10.4335303187743,7.25394662121955
418,12.55,7.38,14.3082037818898,6.9997822667296
419,12.55,7.38,11.7238702132648,7.46591235024979
420,12.55,7.38,10.0976180793807,7.31273120398409
421,12.55,7.38,11.282204413833,6.44714352462161
422,12.55,7.38,10.115125327626,7.23584103510525
423,12.55,7.38,9.76738041009834,7.46014612360998
424,12.55,7.38,11.2446214310861,7.44381858206208
425,12.55,7.38,10.5233024520447,7.46997044957539
426,12.55,7.38,11.389279580806,7.83423541909325
427,12.55,7.38,11.6273987367567,5.03172210023203
428,12.55,7.38,11.2982291746797,7.81621055913579
429,12.55,7.38,10.991273401524,7.48174328810475
430,12.55,7.38,10.8376008159664,7.63921851795426
431,12.55,7.38,10.7042860757575,7.08604240469104
432,12.55,7.38,10.1090258223393,7.27944155046719
433,12.55,7.38,18.2620538577099,7.636105040695
434,12.55,7.38,11.7187613685085,4.32268378956672
435,12.55,7.38,12.099322777073,6.51483967585167
436,12.55,7.38,12.0506936606637,6.92034301670473
437,12.55,7.38,9.93033043964814,7.28623757719369
438,12.55,7.38,10.8687400034841,7.60959034654076
439,12.55,7.38,10.5598283655082,7.20619069914036
440,12.55,7.38,11.4285863137307,7.16764928010686
441,1.52,9.32,1.8586170562191,6.07483748306992
442,1.52,9.32,1.17160649832786,6.08434617857646
443,1.52,9.32,1.89343804912434,9.7052691128924
444,1.52,9.32,2.18905621026108,7.42298645525088
445,1.52,9.32,1.5099301742255,7.83293251269798
446,1.52,9.32,2.13755698692448,7.42806000869702
447,1.52,9.32,2.15970977138079,8.57955173027425
448,1.52,9.32,1.85606296732013,8.73471948749016
449,1.52,9.32,1.34651393052031,9.60252081712826
450,1.52,9.32,1.29874797525425,6.02104607395039
451,1.52,9.32,1.20043712534776,6.20464142859369
452,1.52,9.32,2.37818929223578,7.93618920166726
453,1.52,9.32,2.19623983266855,8.15548642426018
454,1.52,9.32,1.4258510445886,7.39390020785718
455,1.52,9.32,2.01104058829174,8.0124593877124
456,1.52,9.32,1.36875206252375,7.77820457386832
457,1.52,9.32,1.41438685179753,9.26410720915994
458,1.52,9.32,6.75157241673762,7.79013438013319
459,1.52,9.32,1.4497790829104,7.59767359131151
460,1.52,9.32,2.16233209284682,7.83737987270533
461,1.52,9.32,1.74115117463453,7.5479689290721
462,1.52,9.32,1.57866152413395,7.72917091248853
463,1.52,9.32,1.70713360432153,4.41946281148714
464,1.52,9.32,2.18816690118794,7.45638684122294
465,1.52,9.32,1.33985903223937,7.66591531536388
466,1.52,9.32,1.50432024059427,9.23663619002955
467,1.52,9.32,2.2823022399099,9.00303085718436
468,1.52,9.32,2.25081462288589,7.40627663965886
469,1.52,9.32,1.6746206754709,8.3371778928103
470,1.52,9.32,1.59025385566491,6.14432837886803
471,1.52,9.32,2.17458288994808,7.85071605854349
472,1.52,9.32,1.13288076335748,8.29220741671157
473,1.52,9.32,1.4303638377788,9.40636636937088
474,1.52,9.32,1.57013177373318,9.43677626741897
475,1.52,9.32,1.81951612311944,3.52605726722301
476,1.52,9.32,2.35320005411022,6.05256447117739
477,1.52,9.32,1.68266723808661,8.81304289989522
478,1.52,9.32,1.35093007298315,9.56879757474188
479,1.52,9.32,1.85857112647476,7.75164728295683
480,1.52,9.32,1.72227947049691,7.70544918083374
481,1.52,9.32,3.6945712048741,6.62210819861967
482,1.52,9.32,2.1355640683294,8.20541769800326
483,1.52,9.32,1.63565697357882,7.80707602720276
484,1.52,9.32,0.863333296411859,8.66790983618607
485,1.52,9.32,1.86373115888157,7.44210801069578
486,1.52,9.32,2.05757086191622,6.38138840709129
487,1.52,9.32,16.5312370581903,6.63577115750044
488,1.52,9.32,1.15195978782864,9.40189886117461
489,1.52,9.32,2.42968928389154,8.54042519709452
490,1.52,9.32,3.77314513749554,5.48461603273513
491,1.52,9.32,2.29220560090856,8.555725953475
492,1.52,9.32,2.05510920735576,9.12754915093234
493,1.52,9.32,1.14846754331314,8.65691196300878
494,1.52,9.32,2.30772238249517,5.89579015622529
495,1.52,9.32,1.16895250955569,5.84083000449296
496,1.52,9.32,1.78958557820444,9.1565766638586
497,1.52,9.32,3.07875458658794,5.2422283372745
498,1.52,9.32,0.777698052499028,6.3162345096384
499,1.52,9.32,1.53802912503181,8.79427740494975
500,1.52,9.32,1.47155896141043,8.63447062885015
501,1.52,9.32,1.30402317865927,9.65230744392734
502,1.52,9.32,1.80285803879582,9.63630234948708
503,1.52,9.32,0.998153552009161,9.18887119007332
504,1.52,9.32,1.11104398050477,5.44436411153069
505,1.52,9.32,1.61857865833689,7.7758531881524
506,1.52,9.32,2.06483667919144,7.50507466373586
507,1.52,9.32,1.34963062461682,9.36298933666614
508,1.52,9.32,1.88371045271052,7.80049460054246
509,1.52,9.32,1.3110094849098,9.61654443404724
510,1.52,9.32,5.34940093917368,7.59714893792297
511,1.52,9.32,1.43688512572284,10.9626682921182
512,1.52,9.32,0.963732970318549,5.47015083438036
513,1.52,9.32,1.40576946300303,10.809903355633
514,1.52,9.32,1.75490282634878,4.40458824337003
515,1.52,9.32,2.00948574862987,5.95345790792236
516,1.52,9.32,1.62451805529853,9.7711118358987
517,1.52,9.32,1.69367438453126,8.68351176382992
518,1.52,9.32,1.60074525409438,8.9873255093244
519,1.52,9.32,1.77890659715741,6.23103961892575
520,1.52,9.32,1.28263343620397,7.28066986976087
521,1.52,9.32,1.26364573668724,11.187469533619
522,1.52,9.32,5.56710544612107,7.58593824049893
523,1.52,9.32,1.82274942069556,6.05884435476968
524,1.52,9.32,8.29767110690844,5.73564407245032
525,1.52,9.32,1.74636056264168,9.34779912302945
526,1.52,9.32,1.86522262796136,7.69402423636195
527,1.52,9.32,1.29890491209305,3.50911218842442
528,1.52,9.32,16.5312370581903,6.63577115750044
529,1.52,9.32,1.37197779160801,9.54908843255255
530,1.52,9.32,1.52920428817201,4.02964617427733
531,1.52,9.32,5.5440408315803,7.79970401359402
532,1.52,9.32,1.77619431551239,8.42900366515198
533,1.52,9.32,1.71037791241,7.66899914887994
534,1.52,9.32,1.5600239159235,10.1582057861637
535,1.52,9.32,1.28358104384114,8.09701955298813
536,1.52,9.32,1.28004773795846,8.05659884689799
537,1.52,9.32,3.91207647831641,7.96568325940565
538,1.52,9.32,1.85833225263866,7.72116292398429
